id,text,class,language
307,Pouvez-vous aider avec l'exposition de cette image et la rendre plus claire ?,LLIE,fr
308,¿Puedes ayudar con la exposición de esta imagen y hacerla más clara?,LLIE,es
309,Können Sie bei der Belichtung dieses Bildes helfen und es klarer machen?,LLIE,de
310,Kunt u helpen met de belichting in deze afbeelding en deze duidelijker maken?,LLIE,nl
311,Can you enhance this image and remove the blur?,blur,en
312,Pouvez-vous améliorer cette image et supprimer le flou ?,blur,fr
313,¿Puedes mejorar esta imagen y eliminar el desenfoque?,blur,es
314,Können Sie dieses Bild verbessern und die Unschärfe entfernen?,blur,de
315,Kun jij dit beeld verbeteren en de onscherpte verwijderen?,blur,nl
316,This image needs to look more polished for an advertisement. Can you clean up the noise?,noise,en
317,Cette image doit paraître plus soignée pour une publicité. Pouvez-vous nettoyer le bruit ?,noise,fr
318,Esta imagen necesita verse más pulida para un anuncio. ¿Puedes limpiar el ruido?,noise,es
319,Dieses Bild muss für eine Werbung aufpolierter aussehen. Kannst du den Lärm beseitigen?,noise,de
320,Deze afbeelding moet er verzorgder uitzien voor een advertentie. Kun jij het geluid opruimen?,noise,nl
321,This photo needs a polished look. Can you reduce the grain?,noise,en
322,Cette photo a besoin d'un look soigné. Pouvez-vous réduire le grain?,noise,fr
323,Esta foto necesita un aspecto pulido. ¿Se puede reducir el grano?,noise,es
324,Dieses Foto braucht einen polierten Look. Kann man die Körnung reduzieren?,noise,de
325,Deze foto heeft een gepolijste uitstraling nodig. Kun je het graan verkleinen?,noise,nl
326,Can you reduce the foggy effect and bring out the colors in this image?,haze,en
327,Pouvez-vous réduire l'effet de brouillard et faire ressortir les couleurs de cette image ?,haze,fr
328,¿Puedes reducir el efecto de niebla y resaltar los colores de esta imagen?,haze,es
329,Können Sie den Nebeleffekt reduzieren und die Farben in diesem Bild hervorheben?,haze,de
330,Kun jij het mistige effect verminderen en de kleuren in deze afbeelding naar voren halen?,haze,nl
331,Can you help with enhancing the low-light areas in this photo?,LLIE,en
332,Pouvez-vous nous aider à améliorer les zones faiblement éclairées sur cette photo ?,LLIE,fr
333,¿Puedes ayudar a mejorar las áreas con poca luz en esta foto?,LLIE,es
334,Können Sie bei der Verbesserung der Bereiche mit wenig Licht auf diesem Foto helfen?,LLIE,de
335,Kun je helpen met het verbeteren van de gebieden met weinig licht op deze foto?,LLIE,nl
336,Can you enhance the lighting in this dark photo and bring out the details?,LLIE,en
337,Pouvez-vous améliorer l'éclairage de cette photo sombre et faire ressortir les détails ?,LLIE,fr
338,¿Puedes mejorar la iluminación en esta foto oscura y resaltar los detalles?,LLIE,es
339,Können Sie die Beleuchtung in diesem dunklen Foto verbessern und die Details hervorheben?,LLIE,de
340,Kun jij de belichting in deze donkere foto verbeteren en de details naar voren halen?,LLIE,nl
341,Can you fix the blur and make this photo more detailed?,blur,en
342,Pouvez-vous corriger le flou et rendre cette photo plus détaillée ?,blur,fr
343,¿Puedes arreglar el desenfoque y hacer que esta foto sea más detallada?,blur,es
344,Können Sie die Unschärfe beheben und dieses Foto detaillierter machen?,blur,de
345,Kun jij de onscherpte herstellen en deze foto gedetailleerder maken?,blur,nl
346,Please make this low-resolution sports photo higher quality so the player’s jersey number is clearly visible.,SR,en
347,Veuillez améliorer la qualité de cette photo de sport basse résolution afin que le numéro de maillot du joueur soit clairement visible.,SR,fr
348,"Por favor, aumente la calidad de esta fotografía deportiva de baja resolución para que el número de camiseta del jugador sea claramente visible.",SR,es
349,"Bitte erhöhen Sie die Qualität dieses Sportfotos mit niedriger Auflösung, damit die Trikotnummer des Spielers deutlich sichtbar ist.",SR,de
350,"Maak deze sportfoto in lage resolutie van hogere kwaliteit, zodat het rugnummer van de speler duidelijk zichtbaar is.",SR,nl
351,The rain is making the picture blurry. Can you remove it and sharpen the image?,rain,en
352,La pluie rend l'image floue. Pouvez-vous le supprimer et rendre l'image plus nette ?,rain,fr
353,La lluvia hace que la imagen se vuelva borrosa. ¿Puedes eliminarlo y enfocar la imagen?,rain,es
354,Der Regen lässt das Bild verschwimmen. Können Sie es entfernen und das Bild schärfen?,rain,de
355,De regen maakt het beeld wazig. Kun je het verwijderen en de afbeelding verscherpen?,rain,nl
356,The blur is affecting the quality of this picture. Can you fix it?,blur,en
357,Le flou affecte la qualité de cette image. Pouvez-vous le réparer ?,blur,fr
358,El desenfoque está afectando la calidad de esta imagen. ¿Puedes arreglarlo?,blur,es
359,Die Unschärfe beeinträchtigt die Qualität dieses Bildes. Können Sie es reparieren?,blur,de
360,De onscherpte beïnvloedt de kwaliteit van deze foto. Kun je het repareren?,blur,nl
361,Could you restore the details in the sea anemone’s tentacles without altering the clownfish’s natural colors?,UWIR,en
362,Pourriez-vous restituer les détails des tentacules de l’anémone de mer sans altérer les couleurs naturelles du poisson-clown ?,UWIR,fr
363,¿Podrías restaurar los detalles de los tentáculos de la anémona de mar sin alterar los colores naturales del pez payaso?,UWIR,es
364,"Könnten Sie die Details in den Tentakeln der Seeanemone wiederherstellen, ohne die natürlichen Farben des Clownfischs zu verändern?",UWIR,de
365,Zou jij de details in de tentakels van de zeeanemoon kunnen herstellen zonder de natuurlijke kleuren van de anemoonvis te veranderen?,UWIR,nl
366,The haze is ruining this landscape shot. Can you help clean it up?,haze,en
367,La brume gâche cette photo de paysage. Pouvez-vous aider à le nettoyer ?,haze,fr
368,La neblina está arruinando esta toma de paisaje. ¿Puedes ayudar a limpiarlo?,haze,es
369,Der Dunst ruiniert diese Landschaftsaufnahme. Können Sie beim Aufräumen helfen?,haze,de
370,De nevel verpest deze landschapsfoto. Help jij mee met opruimen?,haze,nl
371,The rain streaks are ruining this photo. Can you help clear it up?,rain,en
372,Les traînées de pluie gâchent cette photo. Pouvez-vous aider à clarifier les choses ?,rain,fr
373,Las rayas de lluvia están arruinando esta foto. ¿Puedes ayudar a aclararlo?,rain,es
374,Die Regenstreifen ruinieren dieses Foto. Können Sie bei der Aufklärung helfen?,rain,de
375,De regenstrepen verpesten deze foto. Kunt u helpen het op te helderen?,rain,nl
376,Can you improve the lighting in this low-light image and make it clearer?,LLIE,en
377,Pouvez-vous améliorer l’éclairage de cette image faiblement éclairée et la rendre plus claire ?,LLIE,fr
378,¿Puedes mejorar la iluminación en esta imagen con poca luz y hacerla más clara?,LLIE,es
379,Können Sie die Beleuchtung in diesem Bild bei schlechten Lichtverhältnissen verbessern und es klarer machen?,LLIE,de
380,Kun jij de belichting in deze afbeelding bij weinig licht verbeteren en duidelijker maken?,LLIE,nl
381,This picture is fuzzy. Can you make it clear again?,blur,en
382,Cette image est floue. Pouvez-vous être clair à nouveau ?,blur,fr
383,Esta imagen es borrosa. ¿Puedes dejarlo claro de nuevo?,blur,es
384,Dieses Bild ist unscharf. Kannst du es noch einmal klarstellen?,blur,de
385,Dit beeld is vaag. Kun je het nog eens duidelijk maken?,blur,nl
386,The haze is muting the subject’s vibrancy. Could you enhance the clarity?,haze,en
387,La brume atténue le dynamisme du sujet. Pourriez-vous améliorer la clarté ?,haze,fr
388,La neblina está silenciando la vitalidad del sujeto. ¿Podrías mejorar la claridad?,haze,es
389,Der Dunst dämpft die Lebendigkeit des Motivs. Könnten Sie die Klarheit verbessern?,haze,de
390,De nevel dempt de levendigheid van het onderwerp. Kunt u de duidelijkheid vergroten?,haze,nl
391,Can you help brighten this low-light photo and make it more visible?,LLIE,en
392,Pouvez-vous aider à éclaircir cette photo en basse lumière et à la rendre plus visible ?,LLIE,fr
393,¿Puedes ayudar a iluminar esta foto con poca luz y hacerla más visible?,LLIE,es
394,"Können Sie dazu beitragen, dieses Foto bei schlechten Lichtverhältnissen aufzuhellen und besser sichtbar zu machen?",LLIE,de
395,Kun jij helpen deze foto bij weinig licht helderder te maken en beter zichtbaar te maken?,LLIE,nl
396,Please enhance the soft pinks and purples of the sea fans for a gentle yet vivid effect.,UWIR,en
397,Veuillez rehausser les roses tendres et les violets des gorgones pour un effet doux mais vif.,UWIR,fr
398,Realce los suaves rosas y morados de los abanicos de mar para obtener un efecto suave pero vívido.,UWIR,es
399,"Bitte verstärken Sie die sanften Rosa- und Violetttöne der Gorgonien, um einen sanften, aber lebendigen Effekt zu erzielen.",UWIR,de
400,Verbeter de zachte roze en paarse tinten van de zeewaaiers voor een zacht maar levendig effect.,UWIR,nl
401,The photo looks muted due to the haze. Can you improve the clarity and contrast?,haze,en
402,La photo semble atténuée à cause de la brume. Pouvez-vous améliorer la clarté et le contraste ?,haze,fr
403,La foto parece apagada debido a la neblina. ¿Puedes mejorar la claridad y el contraste?,haze,es
404,Durch den Dunst wirkt das Foto gedämpft. Können Sie die Klarheit und den Kontrast verbessern?,haze,de
405,De foto ziet er gedempt uit vanwege de nevel. Kunt u de helderheid en het contrast verbeteren?,haze,nl
406,The rain effects are dulling the natural vibrancy of this photo. Can you fix it?,rain,en
407,Les effets de pluie atténuent le dynamisme naturel de cette photo. Pouvez-vous le réparer ?,rain,fr
408,Los efectos de la lluvia están opacando la vitalidad natural de esta foto. ¿Puedes arreglarlo?,rain,es
409,Die Regeneffekte trüben die natürliche Lebendigkeit dieses Fotos. Können Sie es reparieren?,rain,de
410,De regeneffecten verzwakken de natuurlijke levendigheid van deze foto. Kun je het repareren?,rain,nl
411,Can you eliminate the haze and make this photo more vibrant?,haze,en
412,Pouvez-vous éliminer la brume et rendre cette photo plus vibrante ?,haze,fr
413,¿Puedes eliminar la neblina y hacer que esta foto sea más vibrante?,haze,es
414,Können Sie die Unschärfe beseitigen und diesem Foto mehr Lebendigkeit verleihen?,haze,de
415,Kun jij de waas wegnemen en deze foto levendiger maken?,haze,nl
416,Can you clean up this blurry photo and make it sharp?,blur,en
417,Pouvez-vous nettoyer cette photo floue et la rendre nette ?,blur,fr
418,¿Puedes limpiar esta foto borrosa y hacerla nítida?,blur,es
419,Können Sie dieses verschwommene Foto bereinigen und es scharf machen?,blur,de
420,Kun jij deze wazige foto opruimen en scherp maken?,blur,nl
421,"I want this photo to look clean, but the grain is too visible. Can you fix it?",noise,en
422,"Je veux que cette photo soit nette, mais le grain est trop visible. Pouvez-vous le réparer ?",noise,fr
423,"Quiero que esta foto luzca limpia, pero la veta es demasiado visible. ¿Puedes arreglarlo?",noise,es
424,"Ich möchte, dass dieses Foto sauber aussieht, aber die Körnung ist zu sichtbar. Können Sie es reparieren?",noise,de
425,"Ik wil dat deze foto er schoon uitziet, maar de korrel is te zichtbaar. Kun je het repareren?",noise,nl
426,Can you brighten the dark areas in this photo and bring out the details?,LLIE,en
427,Pouvez-vous éclaircir les zones sombres de cette photo et faire ressortir les détails ?,LLIE,fr
428,¿Puedes iluminar las áreas oscuras de esta foto y resaltar los detalles?,LLIE,es
429,Können Sie die dunklen Bereiche in diesem Foto aufhellen und die Details hervorheben?,LLIE,de
430,Kun jij de donkere gebieden op deze foto lichter maken en de details naar voren halen?,LLIE,nl
431,Can you clean up this blurry picture and make it sharp?,blur,en
432,Pouvez-vous nettoyer cette image floue et la rendre nette ?,blur,fr
433,¿Puedes limpiar esta imagen borrosa y hacerla nítida?,blur,es
434,Können Sie dieses verschwommene Bild bereinigen und es scharf machen?,blur,de
435,Kun jij deze wazige foto opruimen en scherp maken?,blur,nl
436,Can you enhance this photo and improve its exposure?,LLIE,en
437,Pouvez-vous améliorer cette photo et améliorer son exposition ?,LLIE,fr
438,¿Puedes mejorar esta foto y mejorar su exposición?,LLIE,es
439,Können Sie dieses Foto verbessern und seine Belichtung verbessern?,LLIE,de
440,Kun jij deze foto verbeteren en de belichting verbeteren?,LLIE,nl
441,Can you deblur this image and make the details clearer?,blur,en
442,Pouvez-vous supprimer le flou de cette image et rendre les détails plus clairs ?,blur,fr
443,¿Puedes desenfocar esta imagen y aclarar los detalles?,blur,es
444,Können Sie dieses Bild entschärfen und die Details klarer machen?,blur,de
445,Kunt u dit beeld onscherp maken en de details duidelijker maken?,blur,nl
446,The haze in this image is distracting. Can you make it look crisper and sharper?,haze,en
447,La brume sur cette image est gênante. Pouvez-vous le rendre plus net et plus net ?,haze,fr
448,La neblina en esta imagen distrae. ¿Puedes hacer que se vea más nítido y nítido?,haze,es
449,"Der Dunst in diesem Bild lenkt ab. Können Sie dafür sorgen, dass es klarer und schärfer aussieht?",haze,de
450,De waas in dit beeld leidt af. Kun je het er scherper en scherper laten uitzien?,haze,nl
451,Can you make this blurry picture clear again?,blur,en
452,Pouvez-vous rendre cette image floue à nouveau claire ?,blur,fr
453,¿Puedes aclarar de nuevo esta imagen borrosa?,blur,es
454,Können Sie dieses verschwommene Bild wieder klarstellen?,blur,de
455,Kun jij dit onscherpe beeld weer helder maken?,blur,nl
456,The foggy filter is dulling the natural beauty of this image. Can you fix it?,haze,en
